name,SRR25723234,SRR25723214,SRR25723247,SRR25723239,SRR25723287,SRR25723205,SRR25723224,SRR25723274,SRR25723191,SRR25723256,SRR25723200,SRR25723208,SRR25723235,SRR25723286,SRR25723293,SRR25723276,SRR25723199,SRR25723220,SRR25723272,SRR25723201,SRR25723219,SRR25723217,SRR25723185,SRR25723261,SRR25723212,SRR25723196,SRR25723279,SRR25723271,SRR25723207,SRR25723215,SRR25723245,SRR25723290,SRR25723198,SRR25723252,SRR25723197,SRR25723184,SRR25723280,SRR25723270,SRR25723277,SRR25723288,SRR25723229,SRR25723221,SRR25723236,SRR25723190,SRR25723232,SRR25723258,SRR25723262,SRR25723275,SRR25723241,SRR25723237,SRR25723210,SRR25723228,SRR25723281,SRR25723257,SRR25723244,SRR25723264,SRR25723192,SRR25723278,SRR25723193,SRR25723269,SRR25723273,SRR25723250,SRR25723246,SRR25723203,SRR25723223,SRR25723202,SRR25723242,SRR25723289,SRR25723206,SRR25723233,SRR25723263,SRR25723243,SRR25723267,SRR25723230,SRR25723226,SRR25723253,SRR25723209,SRR25723188,SRR25723254,SRR25723195,SRR25723265,SRR25723291,SRR25723218,SRR25723266,SRR25723204,SRR25723255,SRR25723231,SRR25723227,SRR25723284,SRR25723183,SRR25723268,SRR25723251,SRR25723285,SRR25723238,SRR25723249,SRR25723240,SRR25723186,SRR25723222,SRR25723259,SRR25723211,SRR25723260,SRR25723283,SRR25723216,SRR25723187,SRR25723282,SRR25723194,SRR25723292,SRR25723189,SRR25723248,SRR25723225,SRR25723213
Lactobacillus amylolyticus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00057
Lactobacillus crispatus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004
Lactobacillus delbrueckii,0.0,0.0,0.0,0.0,0.0,0.0,0.00078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00062,0.00075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00029,0.0,0.0,0.0,0.0,0.00087,0.0,0.0,0.0,0.00077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00066,0.00092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00059,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lactobacillus helveticus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005,0.0,0.0,0.0,0.0,0.00039,0.00072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00039,0.00027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00113,0.0,0.0,0.0,0.00081,0.0,0.0,0.00073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00074,0.0,0.0,0.0,0.0,0.00025,0.0,0.0,0.0,0.00031,0.00068,0.0,0.00104,0.0,0.0,0.0,0.0,0.00081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00042,0.00034,0.0,0.0,0.0,0.0,0.0,0.0,0.00105
Lactobacillus panisapium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00047,0.0,0.0,0.0,0.0,0.0,0.0,0.00093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00127
Lactococcus cremoris,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lactococcus lactis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00124,0.0,0.0,0.0,0.0,0.00467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lancefieldella sp. Marseille-Q7238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00066,0.0,0.0,0.0,0.00163,0.0,0.0,0.0,0.0,0.0,0.00077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00032
Latilactobacillus sakei,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00126,0.0,0.00054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00107
Lawsonibacter asaccharolyticus,0.0,0.00025,0.0004,0.0,0.0,0.0,0.0,0.00073,0.0,0.0,0.00055,0.0,0.0,0.0,0.00118,0.0,0.0,0.0,0.00041,0.0,0.0,0.0,0.0,0.0,0.00042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00029,0.0,0.0,0.0,0.0,0.00078,0.0,0.0,0.00024,0.0,0.00042,0.0,0.00035,0.0,0.00036,0.0006,0.00037,0.00069,0.00021,0.0,0.0,0.00046,0.0,0.0,0.0,0.0,0.0,0.0,0.00056,0.00032,0.00054,0.0,0.0,0.0,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00029,0.0,0.0,0.0,0.00016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00043,0.0,0.0,0.0,0.00035,0.00027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009,0.00093,0.00207,0.0,0.0
Levilactobacillus brevis,0.00091,0.00073,0.0,0.0,0.0,0.0,0.0,0.0,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00103,0.0,0.0002,0.0,0.0,0.0,0.0,0.00046,0.00036,0.0,0.00035,0.00036,0.0,0.0,0.0,0.0,0.00026,0.0,0.00221,0.0,0.00049,0.0,0.0,0.0,0.00097,0.0,0.00166,0.0003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00108,0.0,0.0,0.0,0.0,0.0,0.0,0.0027,0.0,0.00053,0.0,0.00174,0.0,0.0,0.0,0.0,0.00145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00261,0.0,0.0,0.0,0.0,0.00088,0.0,0.00386,0.0,0.00099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00357
Levilactobacillus suantsaii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.0,0.0,0.0,0.0,0.0,0.00034,0.0,0.00175,0.0,0.0,0.0,0.0,0.0,0.00086,0.0,0.00067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00167,0.0,0.00059,0.0,0.00078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00144,0.0,0.0,0.0,0.0,0.00041,0.0,0.00257,0.0,0.00054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00172
Ligilactobacillus animalis,0.0,0.00053,0.0,0.0,0.0,0.0,0.00054,0.0,0.00055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00086,0.0,0.0,0.0,0.0,0.0,0.0,0.00027,0.0,0.0,0.0,0.0,0.00039,0.0,0.0,0.00041,0.00057,0.0,0.0,0.0,0.0,0.00034,0.0,0.0,0.0,0.00045,0.0,0.0,0.0,0.00071,0.0,0.0,0.00029,0.0,0.0,0.0,0.0,0.0006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00027,0.0,0.0,0.0,0.0,0.00053,0.0,0.0,0.0,0.0,0.0,0.0,0.00091,0.0,0.0,0.0,0.00042,0.0,0.0,0.0,0.0,0.0,0.0,0.00034,0.00043,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ligilactobacillus ruminis,0.00178,0.00308,0.00258,0.0,0.00159,0.00181,0.00159,0.00136,0.0016,0.0,0.0014,0.0031,0.00208,0.00101,0.00152,0.00097,0.00173,0.00484,0.00136,0.0,0.00203,0.00233,0.00206,0.00113,0.00187,0.0,0.0015,0.00199,0.00258,0.00155,0.00547,0.00143,0.00126,0.00799,0.00162,0.00245,0.0,0.0008,0.00164,0.00118,0.00108,0.00175,0.00371,0.00416,0.00212,0.0,0.00111,0.00133,0.00215,0.00194,0.0026,0.00116,0.00177,0.00219,0.00161,0.00111,0.00231,0.0014,0.00157,0.00124,0.0016,0.00213,0.00464,0.00091,0.00138,0.00321,0.00317,0.0,0.00241,0.00201,0.00065,0.00207,0.00127,0.0026,0.00213,0.00271,0.00333,0.00043,0.00307,0.00163,0.00181,0.00114,0.00179,0.00143,0.00053,0.00232,0.00188,0.00211,0.0,0.00155,0.00069,0.00219,0.00203,0.0037,0.00254,0.00278,0.00205,0.00105,0.00183,0.00222,0.0,0.00116,0.00157,0.00141,0.00161,0.00241,0.00163,0.00177,0.00117,0.00138,0.0023
Ligilactobacillus salivarius,0.0,0.00033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.0,0.0,0.0,0.0,0.0,0.00026,0.0,0.0,0.0,0.0,0.0,0.00024,0.0,0.0,0.0,0.0,0.0,0.00089,0.0,0.0,0.0,0.0,0.0003,0.00064,0.00018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00027,0.0,0.0,0.0,0.0,0.0,0.00085,0.0,0.0,0.0,0.0,0.0,0.0,0.00053,0.0,0.0,0.0,0.0,0.0,0.0,0.0005,0.0,0.0,0.00036,0.0,0.0,0.0,0.00049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00047,0.0,0.0,0.00045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00055
Limosilactobacillus reuteri,0.00097,0.00066,0.00046,0.0,0.0,0.0,0.0003,0.0,0.00058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008,0.0,0.0,0.0,0.0,0.00088,0.0,0.00027,0.0,0.0,0.0,0.0,0.00052,0.00033,0.0,0.00066,0.00057,0.0,0.0,0.0,0.0,0.00048,0.0,0.0,0.0,0.00094,0.0,0.0,0.0,0.0011,0.0,0.001,0.00045,0.0,0.0,0.0,0.0,0.00062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015,0.0,0.0,0.0,0.0008,0.0,0.0,0.0,0.0,0.0,0.00017,0.0002,0.0,0.0005,0.0,0.00091,0.0,0.00097,0.0004,0.0,0.0,0.0,0.00051,0.0,0.00201,0.00044,0.00044,0.0,0.0,0.0,0.0,0.0,0.0,0.0004,0.00025,0.0,0.0,0.0,0.0,0.0,0.0,0.00157
Listeria ivanovii,0.0,0.00192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004,0.0,0.0,0.00089,0.0,0.00077,0.00074,0.0,0.0016,0.00164,0.0,0.0,0.0,0.0,0.0,0.00191,0.0,0.0,0.0024,0.0,0.0,0.0,0.00223,0.0,0.0,0.00074,0.0,0.0,0.0,0.0,0.00084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00055,0.00102,0.0,0.0,0.0,0.0,0.00063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00287,0.0,0.0,0.0,0.00055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Listeria monocytogenes,0.0,0.00035,0.0,0.0,0.0004,0.0,0.0,0.0,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00022,0.0,0.0,0.0,0.0,0.00021,0.0,0.0,0.00031,0.00025,0.0,0.0,0.0,0.0,0.0,0.0004,0.0,0.0,0.00033,0.0,0.0,0.0,0.00037,0.0,0.0,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003,0.00053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00051,0.00027,0.0,0.0,0.00017,0.0,0.0,0.0,0.0,0.0,0.0,0.00034,0.00036,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Listeria sp. PSOL-1,0.0,0.00028,0.0,0.0,0.0,0.00036,0.00033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00035,0.00024,0.0,0.00033,0.00046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00038,0.0,0.0,0.0,0.00055,0.0,0.0,0.00017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017,0.0,0.0,0.0,0.0,0.00035,0.0,0.0,0.0,0.0,0.0,0.0,0.00037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Longicatena caecimuris,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00039,0.0,0.0004,0.0,0.0,0.0,0.0,0.00047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00042,0.0,0.0,0.0,0.0,0.0,0.0,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lysinibacillus sp. FSL W7-1291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00045,0.0,0.0,0.0,0.00042,0.0,0.0,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017,0.0,0.0,0.00102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lysinibacillus timonensis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00028,0.0,0.0,0.0,0.00029,0.0,0.0,0.00018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00022,0.0,0.0,0.00073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mageeibacillus indolicus,0.00033,0.0,0.0,0.0,0.0,0.0,0.0003,0.0,0.00033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00035,0.0,0.0,0.0,0.00024,0.0,0.00021,0.00025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00033,0.0,0.0,0.0,0.0,0.0,0.0,0.00015,0.0,0.0,0.0,0.0,0.0003,0.0,0.0,0.0,0.0,0.00027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00033,0.0,0.0,0.0,0.0,0.00059,0.0,0.0,0.0,0.0,0.0,0.0,0.00041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mammaliicoccus sciuri,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marvinbryantia formatexigens,0.001,0.00081,0.00185,0.0,0.00047,0.00179,0.00258,0.00044,0.00133,0.00101,0.00024,0.00133,0.00051,0.00083,0.0,0.00038,0.00227,0.0,0.00034,0.00129,0.00339,0.00179,0.00147,0.00033,0.00085,0.00352,0.00045,0.0,0.00283,0.00044,0.0026,0.00098,0.00126,0.0,0.00295,0.00208,0.0,0.0,0.00033,0.00061,0.0019,0.00159,0.00088,0.00379,0.00082,0.0,0.00042,0.00032,0.00186,0.00042,0.00073,0.00219,0.00129,0.00139,0.00239,0.0,0.00122,0.0,0.00354,0.00091,0.00068,0.00134,0.00105,0.00142,0.00025,0.00201,0.00128,0.0,0.00137,0.00069,0.0,0.00154,0.00025,0.00058,0.00184,0.00085,0.00091,0.00062,0.00145,0.00114,0.00048,0.00064,0.00188,0.0,0.00091,0.00054,0.00185,0.00243,0.0,0.00247,0.00024,0.00101,0.00056,0.00159,0.00129,0.00168,0.00306,0.00351,0.00038,0.00022,0.0,0.0005,0.00177,0.00204,0.0005,0.00218,0.00025,0.0,0.0,0.0,0.00165
Massilistercora timonensis,0.0,0.0,0.0,0.0,0.00027,0.0,0.0,0.0,0.00035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00037,0.00034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00045,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mediterraneibacter gnavus,0.00151,0.00106,0.00152,0.0,0.0,0.0,0.0,0.00136,0.0,0.0,0.00259,0.0,0.00115,0.0,0.00192,0.00392,0.00085,0.0,0.00215,0.0,0.0,0.0,0.0,0.00243,0.0,0.0,0.0,0.00521,0.00187,0.0,0.0,0.0,0.0,0.0,0.0,0.0008,0.0,0.00322,0.00135,0.0,0.0,0.0,0.0,0.0,0.0015,0.0,0.00244,0.00113,0.00126,0.00326,0.0005,0.0,0.0,0.0,0.00302,0.00592,0.0,0.00178,0.0,0.00482,0.00195,0.0,0.0,0.0,0.00207,0.0,0.00085,0.0,0.00133,0.0,0.00265,0.0,0.00185,0.0,0.0,0.0,0.00212,0.0,0.00075,0.00044,0.00862,0.00126,0.0,0.00418,0.0,0.0,0.00091,0.00051,0.0,0.0,0.0038,0.00101,0.0,0.00087,0.00049,0.00034,0.0,0.0,0.00404,0.00183,0.0,0.0,0.00024,0.00064,0.0,0.0,0.00161,0.00141,0.0038,0.00288,0.0014
